Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg)
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_D_43,Basin II,SUB-2-3,SUB-2-3-S1,43,yellow,,Fiber,1.591,0.426,0,1.591,1511.45,1591,1670.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.81E+05,3.48E+05,5.20E+05,3.51E-04,4.39E-04,6.66E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_D_53,Basin II,SUB-2-3,SUB-2-3-S1,53,black,,Fiber,1.618,0.485,0,1.618,1537.1,1618,1698.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.86E+05,3.54E+05,5.29E+05,3.57E-04,4.47E-04,6.77E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_D_55,Basin II,SUB-2-3,SUB-2-3-S1,55,blue,,Fiber,1.43,0.602,0,1.43,1358.5,1430,1501.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.53E+05,3.13E+05,4.67E+05,3.16E-04,3.95E-04,5.98E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_E_28,Basin II,SUB-2-3,SUB-2-3-S1,28,black,,Fiber,1.404,0.15,0,1.404,1333.8,1404,1474.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.48E+05,3.08E+05,4.59E+05,3.10E-04,3.87E-04,5.87E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_E_31,Basin II,SUB-2-3,SUB-2-3-S1,31,red,,Fiber,0.697,0.32,0,0.697,662.15,697,731.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.23E+05,1.53E+05,2.28E+05,1.54E-04,1.92E-04,2.92E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_E_47,Basin II,SUB-2-3,SUB-2-3-S1,47,black,,Fiber,0.979,0.526,0,0.979,930.05,979,1027.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.73E+05,2.14E+05,3.20E+05,2.16E-04,2.70E-04,4.10E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_3,Basin II,SUB-2-3,SUB-2-3-S1,3,gray,,Fiber,0.753,0.519,0,0.753,715.35,753,790.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.33E+05,1.65E+05,2.46E+05,1.66E-04,2.08E-04,3.15E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_20,Basin II,SUB-2-3,SUB-2-3-S1,20,blue,,Fiber,0.814,0.37,0,0.814,773.3,814,854.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.44E+05,1.78E+05,2.66E+05,1.80E-04,2.25E-04,3.41E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_26,Basin II,SUB-2-3,SUB-2-3-S1,26,blue,,Fiber,0.509,0.403,0,0.509,483.55,509,534.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,8.99E+04,1.11E+05,1.66E+05,1.12E-04,1.40E-04,2.13E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_36,Basin II,SUB-2-3,SUB-2-3-S1,36,gray,,Fiber,1.126,0.307,0,1.126,1069.7,1126,1182.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.99E+05,2.47E+05,3.68E+05,2.49E-04,3.11E-04,4.71E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_F_71,Basin II,SUB-2-3,SUB-2-3-S1,71,black,,Fiber,1.492,0.666,0,1.492,1417.4,1492,1566.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.64E+05,3.27E+05,4.88E+05,3.30E-04,4.12E-04,6.24E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_G_3,Basin II,SUB-2-3,SUB-2-3-S1,3,black,,Fiber,0.861,0.31,0,0.861,817.95,861,904.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.52E+05,1.89E+05,2.81E+05,1.90E-04,2.38E-04,3.60E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_G_20,Basin II,SUB-2-3,SUB-2-3-S1,20,black,,Fiber,1.038,0.632,0,1.038,986.1,1038,1089.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.83E+05,2.27E+05,3.39E+05,2.29E-04,2.86E-04,4.34E-04
NA,fiber,,fiber,SUB-2-3_G-01-250-500um_S1_H_61,Basin II,SUB-2-3,SUB-2-3-S1,61,black,,Fiber,1.003,0.341,0,1.003,952.85,1003,1053.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.77E+05,2.20E+05,3.28E+05,2.22E-04,2.77E-04,4.20E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_1,Basin II,SUB-2-4,SUB-2-4-S1,1,brown,,Fiber,0.765,0.579,0,0.765,726.75,765,803.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.35E+05,1.68E+05,2.50E+05,1.69E-04,2.11E-04,3.20E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_4,Basin II,SUB-2-4,SUB-2-4-S1,4,blue,,Fiber,0.9,0.084,0,0.9,855,900,945,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.59E+05,1.97E+05,2.94E+05,1.99E-04,2.48E-04,3.77E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_5,Basin II,SUB-2-4,SUB-2-4-S1,5,black,,Fiber,1.161,0.249,0,1.161,1102.95,1161,1219.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.05E+05,2.54E+05,3.79E+05,2.56E-04,3.20E-04,4.86E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_8,Basin II,SUB-2-4,SUB-2-4-S1,8,black,,Fiber,0.811,0.136,0,0.811,770.45,811,851.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.43E+05,1.78E+05,2.65E+05,1.79E-04,2.24E-04,3.39E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_15,Basin II,SUB-2-4,SUB-2-4-S1,15,gray,,Fiber,1.13,0.454,0,1.13,1073.5,1130,1186.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.00E+05,2.48E+05,3.69E+05,2.50E-04,3.12E-04,4.73E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_16,Basin II,SUB-2-4,SUB-2-4-S1,16,blue,,Fiber,0.866,0.134,0,0.866,822.7,866,909.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.53E+05,1.90E+05,2.83E+05,1.91E-04,2.39E-04,3.62E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_25,Basin II,SUB-2-4,SUB-2-4-S1,25,black,,Fiber,0.936,0.534,0,0.936,889.2,936,982.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.65E+05,2.05E+05,3.06E+05,2.07E-04,2.58E-04,3.92E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_A_28,Basin II,SUB-2-4,SUB-2-4-S1,28,gray,,Fiber,0.981,0.441,0,0.981,931.95,981,1030.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.73E+05,2.15E+05,3.21E+05,2.17E-04,2.71E-04,4.10E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_1,Basin II,SUB-2-4,SUB-2-4-S1,1,pink,,Fiber,1.653,0.389,0,1.653,1570.35,1653,1735.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.92E+05,3.62E+05,5.40E+05,3.65E-04,4.56E-04,6.92E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_6,Basin II,SUB-2-4,SUB-2-4-S1,6,gray,,Fiber,0.522,0.37,0,0.522,495.9,522,548.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,9.22E+04,1.14E+05,1.71E+05,1.15E-04,1.44E-04,2.18E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_8,Basin II,SUB-2-4,SUB-2-4-S1,8,gray,,Fiber,0.806,0.372,0,0.806,765.7,806,846.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.42E+05,1.77E+05,2.63E+05,1.78E-04,2.22E-04,3.37E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_11,Basin II,SUB-2-4,SUB-2-4-S1,11,gray,,Fiber,0.701,0.414,0,0.701,665.95,701,736.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.24E+05,1.54E+05,2.29E+05,1.55E-04,1.93E-04,2.93E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_12,Basin II,SUB-2-4,SUB-2-4-S1,12,black,,Fiber,0.44,0.33,0,0.44,418,440,462,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.78E+04,9.64E+04,1.44E+05,9.72E-05,1.21E-04,1.84E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_16,Basin II,SUB-2-4,SUB-2-4-S1,16,black,,Fiber,0.761,0.495,0,0.761,722.95,761,799.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.34E+05,1.67E+05,2.49E+05,1.68E-04,2.10E-04,3.18E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_17,Basin II,SUB-2-4,SUB-2-4-S1,17,blue,,Fiber,0.875,0.485,0,0.875,831.25,875,918.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.55E+05,1.92E+05,2.86E+05,1.93E-04,2.41E-04,3.66E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_18,Basin II,SUB-2-4,SUB-2-4-S1,18,gray,,Fiber,1.129,0.381,0,1.129,1072.55,1129,1185.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.00E+05,2.47E+05,3.69E+05,2.49E-04,3.12E-04,4.72E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_B_45,Basin II,SUB-2-4,SUB-2-4-S1,45,blue,,Fiber,0.564,0.361,0,0.564,535.8,564,592.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,9.97E+04,1.24E+05,1.84E+05,1.25E-04,1.56E-04,2.36E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_C_10,Basin II,SUB-2-4,SUB-2-4-S1,10,blue,,Fiber,1.068,0.134,0,1.068,1014.6,1068,1121.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.89E+05,2.34E+05,3.49E+05,2.36E-04,2.95E-04,4.47E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_C_33,Basin II,SUB-2-4,SUB-2-4-S1,33,black,,Fiber,0.73,0.381,0,0.73,693.5,730,766.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.29E+05,1.60E+05,2.39E+05,1.61E-04,2.01E-04,3.05E-04
NA,fiber,,fiber,SUB-2-5_G-01-250-500um_S1_A_8,Basin II,SUB-2-5,SUB-2-5-S1,8,black,,Fiber,1.579,0.076,0,1.579,1500.05,1579,1657.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.79E+05,3.46E+05,5.16E+05,3.49E-04,4.36E-04,6.61E-04
NA,fiber,,fiber,SUB-2-6_G-01-250-500um_S1_A_22,Basin II,SUB-2-6,SUB-2-6-S1,22,black,,Fiber,1.139,0.195,0,1.139,1082.05,1139,1195.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.01E+05,2.49E+05,3.72E+05,2.52E-04,3.14E-04,4.77E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_58,Lower Harbor,SUB-4-7,SUB-4-7-S1,58,translucent,,Fiber,0.953,0.399,0,0.953,905.35,953,1000.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,1.68E+05,2.09E+05,3.11E+05,2.11E-04,2.63E-04,3.99E-04
NA,fiber,,fiber,SUB-4-9-PB_S2_A_4,Lower Harbor,SUB-4-9,SUB-4-9-S2,4,black,,Fiber,0.137,0.017,0.142,0.142,134.9,142,149.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,2.51E+04,3.11E+04,4.64E+04,3.14E-05,3.92E-05,5.94E-05
NA,fiber,,fiber,SUB-3-3-250um_S1_C_79,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,79,blue,,Fiber,0.208,0.032,0.232,0.232,220.4,232,243.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,4.10E+04,5.08E+04,7.58E+04,5.12E-05,6.40E-05,9.71E-05
NA,fiber,,fiber,SUB-4-11-250um_S1_C_53,Lower Harbor,SUB-4-11,SUB-4-11-S1,53,blue,,Fiber,0.229,0.023,0.242,0.242,229.9,242,254.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,4.28E+04,5.30E+04,7.91E+04,5.35E-05,6.68E-05,1.01E-04
NA,fiber,,fiber,SUB-4-9-PB_S2_A_13,Lower Harbor,SUB-4-9,SUB-4-9-S2,13,gray,,Fiber,0.151,0.112,0.271,0.271,257.45,271,284.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,4.79E+04,5.94E+04,8.86E+04,5.99E-05,7.48E-05,1.13E-04
NA,fiber,,fiber,SUB-4-7-PB_S2_A_1,Lower Harbor,SUB-4-7,SUB-4-7-S2,1,blue,,Fiber,0.273,0.036,0.285,0.285,270.75,285,299.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.04E+04,6.24E+04,9.32E+04,6.30E-05,7.87E-05,1.19E-04
NA,fiber,,fiber,SUB-4-1-PB_S1_A_3,Lower Harbor,SUB-4-1,SUB-4-1-S1,3,translucent,,Fiber,0.276,0.037,0.296,0.296,281.2,296,310.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.23E+04,6.48E+04,9.67E+04,6.54E-05,8.17E-05,1.24E-04
NA,fiber,,fiber,SUB-4-1-PB_S1_A_2,Lower Harbor,SUB-4-1,SUB-4-1-S1,2,translucent,,Fiber,0.261,0.046,0.297,0.297,282.15,297,311.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.25E+04,6.51E+04,9.71E+04,6.56E-05,8.20E-05,1.24E-04
NA,fiber,,fiber,SUB-4-11-250um_S1_C_48,Lower Harbor,SUB-4-11,SUB-4-11-S1,48,blue,,Fiber,0.264,0.064,0.299,0.299,284.05,299,313.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.28E+04,6.55E+04,9.77E+04,6.60E-05,8.25E-05,1.25E-04
NA,fiber,,fiber,SUB-4-1-PB_S1_A_5,Lower Harbor,SUB-4-1,SUB-4-1-S1,5,translucent,,Fiber,0.295,0.044,0.314,0.314,298.3,314,329.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.55E+04,6.88E+04,1.03E+05,6.94E-05,8.67E-05,1.31E-04
NA,fiber,,fiber,SUB-4-5-250um_S1_C_33,Lower Harbor,SUB-4-5,SUB-4-5-S1,33,black,,Fiber,0.3,0.039,0.32,0.32,304,320,336,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.65E+04,7.01E+04,1.05E+05,7.07E-05,8.83E-05,1.34E-04
NA,fiber,,fiber,SUB-3-9-1000um_S1_A_12,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,12,blue,,Fiber,0.306,0.038,0.325,0.325,308.75,325,341.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,5.74E+04,7.12E+04,1.06E+05,7.18E-05,8.97E-05,1.36E-04
NA,fiber,,fiber,SUB-4-2-250um_S1_E_52,Lower Harbor,SUB-4-2,SUB-4-2-S1,52,green,,Fiber,0.339,0.016,0.342,0.342,324.9,342,359.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.04E+04,7.49E+04,1.12E+05,7.55E-05,9.44E-05,1.43E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_B_38,Lower Harbor,SUB-4-1,SUB-4-1-S1,38,blue,,Fiber,0.271,0.078,0.358,0.358,340.1,358,375.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.33E+04,7.84E+04,1.17E+05,7.91E-05,9.88E-05,1.50E-04
NA,fiber,,fiber,SUB-4-10-500um_S2_B_3,Lower Harbor,SUB-4-10,SUB-4-10-S2,3,blue,,Fiber,0.341,0.048,0.362,0.362,343.9,362,380.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.40E+04,7.93E+04,1.18E+05,8.00E-05,9.99E-05,1.51E-04
NA,fiber,,fiber,SUB-3-3-250um_S1_D_36,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,36,blue,,Fiber,0.371,0.022,0.384,0.384,364.8,384,403.2,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.79E+04,8.41E+04,1.26E+05,8.48E-05,1.06E-04,1.61E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_B_29,Lower Harbor,SUB-4-1,SUB-4-1-S1,29,black,,Fiber,0.356,0.06,0.386,0.386,366.7,386,405.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.82E+04,8.45E+04,1.26E+05,8.53E-05,1.07E-04,1.61E-04
NA,fiber,,fiber,SUB-4-10-1000um_S1_A_15,Lower Harbor,SUB-4-10,SUB-4-10-S1,15,black,,Fiber,0.352,0.073,0.388,0.388,368.6,388,407.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.86E+04,8.50E+04,1.27E+05,8.57E-05,1.07E-04,1.62E-04
NA,fiber,,fiber,SUB-4-2-250um_S1_E_33,Lower Harbor,SUB-4-2,SUB-4-2-S1,33,pink,,Fiber,0.361,0.064,0.39,0.39,370.5,390,409.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.89E+04,8.54E+04,1.27E+05,8.61E-05,1.08E-04,1.63E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_A_81,Lower Harbor,SUB-4-7,SUB-4-7-S1,81,blue,,Fiber,0.347,0.062,0.39,0.39,370.5,390,409.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,6.89E+04,8.54E+04,1.27E+05,8.61E-05,1.08E-04,1.63E-04
NA,fiber,,fiber,SUB-4-1-PB_S1_A_8,Lower Harbor,SUB-4-1,SUB-4-1-S1,8,blue,,Fiber,0.39,0.029,0.396,0.396,376.2,396,415.8,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.00E+04,8.67E+04,1.29E+05,8.75E-05,1.09E-04,1.66E-04
NA,fiber,,fiber,SUB-4-11-250um_S1_C_89,Lower Harbor,SUB-4-11,SUB-4-11-S1,89,blue,,Fiber,0.389,0.028,0.397,0.397,377.15,397,416.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.02E+04,8.70E+04,1.30E+05,8.77E-05,1.10E-04,1.66E-04
NA,fiber,,fiber,SUB-4-9-250um_S1_A_12,Lower Harbor,SUB-4-9,SUB-4-9-S1,12,gray,,Fiber,0.351,0.09,0.399,0.399,379.05,399,418.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.05E+04,8.74E+04,1.30E+05,8.81E-05,1.10E-04,1.67E-04
NA,fiber,,fiber,SUB-4-2-250um_S1_E_17,Lower Harbor,SUB-4-2,SUB-4-2-S1,17,black,,Fiber,0.345,0.078,0.406,0.406,385.7,406,426.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.17E+04,8.89E+04,1.33E+05,8.97E-05,1.12E-04,1.70E-04
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_26,Lower Harbor,SUB-4-11,SUB-4-11-S1,26,blue,,Fiber,0.237,0.14,0.409,0.409,388.55,409,429.45,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.23E+04,8.96E+04,1.34E+05,9.03E-05,1.13E-04,1.71E-04
NA,fiber,,fiber,SUB-2-4_G-01-250-500um_S1_C_45,Basin II,SUB-2-4,SUB-2-4-S1,45,gray,,Fiber,0.357,0.065,0.412,0.412,391.4,412,432.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.28E+04,9.02E+04,1.35E+05,9.10E-05,1.14E-04,1.72E-04
NA,fiber,,fiber,SUB-4-7-250um_S1_B_69,Lower Harbor,SUB-4-7,SUB-4-7-S1,69,translucent,,Fiber,0.409,0.014,0.412,0.412,391.4,412,432.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.28E+04,9.02E+04,1.35E+05,9.10E-05,1.14E-04,1.72E-04
NA,fiber,,fiber,SUB-4-1-250um_S1_E_50,Lower Harbor,SUB-4-1,SUB-4-1-S1,50,gray,,Fiber,0.389,0.052,0.414,0.414,393.3,414,434.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.32E+04,9.07E+04,1.35E+05,9.14E-05,1.14E-04,1.73E-04
NA,fiber,,fiber,SUB-4-10-1000um_S2_A_15,Lower Harbor,SUB-4-10,SUB-4-10-S2,15,blue,,Fiber,0.28,0.1,0.415,0.415,394.25,415,435.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.33E+04,9.09E+04,1.36E+05,9.17E-05,1.15E-04,1.74E-04
NA,fiber,,fiber,SUB-4-1-500um_S1_B_17,Lower Harbor,SUB-4-1,SUB-4-1-S1,17,blue,,Fiber,0.397,0.046,0.417,0.417,396.15,417,437.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.37E+04,9.13E+04,1.36E+05,9.21E-05,1.15E-04,1.74E-04
NA,fiber,,fiber,SUB-4-2-250um_S1_E_41,Lower Harbor,SUB-4-2,SUB-4-2-S1,41,blue,,Fiber,0.387,0.066,0.417,0.417,396.15,417,437.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.37E+04,9.13E+04,1.36E+05,9.21E-05,1.15E-04,1.74E-04
NA,fiber,,fiber,SUB-4-7-250um_S2_C_63,Lower Harbor,SUB-4-7,SUB-4-7-S2,63,pink,,Fiber,0.4,0.041,0.42,0.42,399,420,441,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.42E+04,9.20E+04,1.37E+05,9.28E-05,1.16E-04,1.76E-04
NA,fiber,,fiber,SUB-4-10-250um_S1_B_25,Lower Harbor,SUB-4-10,SUB-4-10-S1,25,blue,,Fiber,0.412,0.025,0.423,0.423,401.85,423,444.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.48E+04,9.27E+04,1.38E+05,9.34E-05,1.17E-04,1.77E-04
NA,fiber,,fiber,SUB-4-5-1000um_S1_A_3,Lower Harbor,SUB-4-5,SUB-4-5-S1,3,black,,Fiber,0.305,0.125,0.423,0.423,401.85,423,444.15,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.48E+04,9.27E+04,1.38E+05,9.34E-05,1.17E-04,1.77E-04
NA,fiber,,fiber,SUB-4-10-250um_S1_B_28,Lower Harbor,SUB-4-10,SUB-4-10-S1,28,pink,,Fiber,0.385,0.074,0.425,0.425,403.75,425,446.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.51E+04,9.31E+04,1.39E+05,9.39E-05,1.17E-04,1.78E-04
NA,fiber,,fiber,SUB-4-9-PB_S2_A_3,Lower Harbor,SUB-4-9,SUB-4-9-S2,3,gray,,Fiber,0.385,0.073,0.425,0.425,403.75,425,446.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.51E+04,9.31E+04,1.39E+05,9.39E-05,1.17E-04,1.78E-04
NA,fiber,,fiber,SUB-2-1-01-250-500um_S1_A_27,Basin II,SUB-2-1,SUB-2-1-S1,27,gray,,Fiber,0.364,0.111,0.441,0.441,418.95,441,463.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.79E+04,9.66E+04,1.44E+05,9.74E-05,1.22E-04,1.85E-04
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_65,Basin I/III,SUB-1-2,SUB-1-2-S1,65,blue,,Fiber,0.392,0.082,0.442,0.442,419.9,442,464.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.81E+04,9.68E+04,1.44E+05,9.76E-05,1.22E-04,1.85E-04
NA,fiber,,fiber,SUB-4-11-1000um_S1_A_30,Lower Harbor,SUB-4-11,SUB-4-11-S1,30,blue,,Fiber,0.385,0.078,0.448,0.448,425.6,448,470.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.92E+04,9.81E+04,1.46E+05,9.90E-05,1.24E-04,1.87E-04
NA,fiber,,fiber,SUB-4-10-250um_S2_B_44,Lower Harbor,SUB-4-10,SUB-4-10-S2,44,black,,Fiber,0.401,0.089,0.452,0.452,429.4,452,474.6,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,7.99E+04,9.90E+04,1.48E+05,9.98E-05,1.25E-04,1.89E-04
NA,fiber,,fiber,SUB-4-9-1000um_S2_A_7,Lower Harbor,SUB-4-9,SUB-4-9-S2,7,black,,Fiber,0.307,0.144,0.455,0.455,432.25,455,477.75,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,8.04E+04,9.97E+04,1.49E+05,1.01E-04,1.26E-04,1.90E-04
